Date,Department,Month,Total_Hospital_Beds,Beds_Occupied,Daily_Admissions,Daily_Discharges,Emergency_Admissions,ICU_Admissions,Staff_Availability,Avg_Length_of_Stay,Occupancy_Rate,Day_of_Week,Season,Public_Holiday,Special_Event,Over_Capacity
2025-03-08,Emergency,3.0,334.0,192.0,25.0,17.0,5.0,6.0,97.0,4.0,57.49,Saturday,Spring,False,False,0
2025-03-09,Emergency,3.0,360.0,352.0,61.0,46.0,7.0,6.0,81.0,4.0,97.78,Sunday,Spring,False,False,0
2025-03-10,Emergency,3.0,334.0,302.0,36.5,41.5,10.5,7.0,84.0,6.0,90.68,Monday,Spring,False,False,0
2025-03-11,Emergency,3.0,398.0,326.0,56.0,39.0,15.0,5.0,92.0,10.0,81.91,Tuesday,Spring,False,False,0
2025-03-13,Emergency,3.0,347.0,307.0,41.0,28.0,10.0,11.0,72.0,3.0,88.47,Thursday,Spring,False,False,0
2025-03-15,Emergency,3.0,383.0,319.0,53.5,66.5,14.0,9.0,80.5,5.5,83.58500000000001,Saturday,Spring,False,False,0
2025-03-17,Emergency,3.0,316.0,275.0,54.0,16.0,18.0,8.0,78.0,4.0,87.03,Monday,Spring,False,False,0
2025-03-18,Emergency,3.0,312.0,387.0,56.0,57.0,20.0,5.0,85.0,9.0,124.04,Tuesday,Spring,False,False,1
2025-03-22,Emergency,3.0,371.5,208.0,31.5,49.5,16.0,2.0,95.0,4.5,55.980000000000004,Saturday,Spring,False,False,0
2025-03-24,Emergency,3.0,362.3333333333333,284.6666666666667,39.333333333333336,44.666666666666664,18.0,9.0,78.66666666666667,1.3333333333333333,79.40333333333334,Monday,Spring,True,False,0
2025-03-25,Emergency,3.0,364.0,275.0,59.0,35.5,15.0,7.5,83.5,4.5,76.625,Tuesday,Spring,False,False,0
2025-03-28,Emergency,3.0,378.0,300.0,52.0,41.0,24.0,1.0,81.0,8.0,79.37,Friday,Spring,False,False,0
2025-03-29,Emergency,3.0,323.0,320.0,29.0,21.0,13.0,5.0,79.0,9.0,99.07,Saturday,Spring,False,False,0
2025-04-02,Emergency,4.0,320.0,318.0,53.0,31.0,7.0,4.0,94.0,9.0,99.38,Wednesday,Spring,False,False,0
2025-04-04,Emergency,4.0,328.0,368.0,63.0,60.0,13.0,5.0,92.0,5.0,112.2,Friday,Spring,False,False,1
2025-04-09,Emergency,4.0,345.0,197.0,55.0,66.0,6.0,3.0,97.0,4.0,57.1,Wednesday,Spring,False,False,0
2025-04-10,Emergency,4.0,322.0,253.0,24.0,16.0,13.0,7.0,85.0,6.0,78.57,Thursday,Spring,False,False,0
2025-04-11,Emergency,4.0,334.0,182.0,34.0,64.0,10.0,10.0,80.0,6.0,54.49,Friday,Spring,False,False,0
2025-04-12,Emergency,4.0,315.0,209.0,39.0,42.0,16.0,8.0,74.0,6.0,66.35,Saturday,Spring,False,False,0
2025-04-13,Emergency,4.0,336.0,200.0,55.0,48.0,17.0,2.0,94.0,8.0,59.52,Sunday,Spring,False,False,0
2025-04-14,Emergency,4.0,334.0,264.5,25.0,38.5,20.5,2.5,91.5,9.5,80.595,Monday,Spring,True,False,0
2025-04-15,Emergency,4.0,364.0,210.0,45.0,39.0,21.0,5.0,72.0,6.0,57.69,Tuesday,Spring,False,False,0
2025-04-22,Emergency,4.0,359.5,328.5,38.5,31.0,10.5,8.0,84.5,7.0,91.50999999999999,Tuesday,Spring,False,False,0
2025-04-23,Emergency,4.0,388.0,369.0,49.0,47.0,12.0,7.0,76.0,8.0,95.1,Wednesday,Spring,False,False,0
2025-04-27,Emergency,4.0,331.0,379.0,33.0,38.0,21.0,11.0,74.0,5.0,114.5,Sunday,Spring,False,False,1
2025-04-28,Emergency,4.0,332.0,235.0,67.0,58.0,9.0,12.0,78.0,7.0,70.78,Monday,Spring,False,False,0
2025-04-29,Emergency,4.0,352.0,202.0,23.0,41.0,12.0,4.0,91.0,5.0,57.39,Tuesday,Spring,False,False,0
2025-04-30,Emergency,4.0,389.0,216.0,52.0,49.0,10.0,12.0,78.0,9.0,55.53,Wednesday,Spring,False,False,0
2025-05-01,Emergency,5.0,336.0,247.0,64.0,65.0,6.0,2.0,75.0,5.0,73.51,Thursday,Summer,False,False,0
2025-05-02,Emergency,5.0,306.0,334.0,65.0,69.0,19.0,6.0,75.0,1.0,109.15,Friday,Summer,False,False,1
2025-05-05,Emergency,5.0,300.0,336.0,34.0,48.0,17.0,2.0,96.0,10.0,112.0,Monday,Summer,True,True,1
2025-05-08,Emergency,5.0,390.0,353.5,67.5,42.0,21.5,6.0,80.5,7.0,90.67,Thursday,Summer,True,False,0
2025-05-11,Emergency,5.0,362.0,196.0,52.0,33.0,6.0,7.0,78.0,10.0,54.14,Sunday,Summer,False,False,0
2025-05-12,Emergency,5.0,353.0,229.0,53.0,43.0,16.0,7.0,71.0,9.0,64.87,Monday,Summer,False,False,0
2025-05-13,Emergency,5.0,352.0,265.0,37.5,37.0,17.5,2.0,73.5,4.5,74.49,Tuesday,Summer,False,False,0
2025-05-14,Emergency,5.0,351.0,236.0,35.0,52.0,10.0,9.0,70.0,4.0,67.24,Wednesday,Summer,False,False,0
2025-05-15,Emergency,5.0,343.5,242.5,50.5,22.0,18.0,4.5,83.0,5.0,70.77000000000001,Thursday,Summer,False,False,0
2025-05-16,Emergency,5.0,340.0,286.0,25.0,40.5,12.0,11.5,94.0,9.0,85.09,Friday,Summer,False,False,0
2025-05-17,Emergency,5.0,365.0,299.5,58.5,40.5,12.0,3.0,93.5,2.0,81.915,Saturday,Summer,False,False,0
2025-05-20,Emergency,5.0,335.0,330.0,77.0,67.0,9.0,3.0,92.0,10.0,98.51,Tuesday,Summer,False,False,0
2025-05-22,Emergency,5.0,323.0,249.0,32.0,68.0,20.0,11.0,80.0,3.0,77.09,Thursday,Summer,False,True,0
2025-05-23,Emergency,5.0,337.5,311.5,47.0,53.5,14.0,2.0,80.0,3.5,91.33,Friday,Summer,False,False,0
2025-05-25,Emergency,5.0,311.5,376.5,34.5,45.0,16.0,3.5,85.5,3.0,120.92,Sunday,Summer,False,False,1
2025-05-27,Emergency,5.0,319.0,229.5,67.5,37.5,19.5,1.0,81.0,6.0,71.935,Tuesday,Summer,False,True,0
2025-05-28,Emergency,5.0,377.0,224.0,38.0,37.0,7.0,5.0,77.0,2.0,59.42,Wednesday,Summer,False,False,0
2025-05-29,Emergency,5.0,386.0,343.0,65.0,32.0,24.0,11.0,93.0,1.0,88.86,Thursday,Summer,False,False,0
2025-06-01,Emergency,6.0,307.0,383.0,69.0,26.0,17.0,10.0,98.0,1.0,124.76,Sunday,Monsoon,False,False,1
2025-06-02,Emergency,6.0,348.0,233.0,56.0,64.0,19.0,10.0,91.0,7.0,66.95,Monday,Monsoon,False,False,0
2025-06-03,Emergency,6.0,307.0,271.0,27.5,47.5,18.5,6.0,86.5,5.0,88.21000000000001,Tuesday,Monsoon,False,False,0
2025-06-07,Emergency,6.0,312.0,317.0,28.0,54.0,21.0,11.0,97.0,5.0,101.6,Saturday,Monsoon,False,False,1
2025-06-08,Emergency,6.0,395.5,240.5,53.5,40.5,15.5,4.5,87.0,4.5,60.835,Sunday,Monsoon,False,False,0
2025-06-10,Emergency,6.0,314.0,387.0,34.0,23.0,22.0,6.0,73.0,8.0,123.25,Tuesday,Monsoon,False,False,1
2025-06-11,Emergency,6.0,335.0,337.0,21.0,23.0,25.0,1.0,80.0,7.0,100.6,Wednesday,Monsoon,False,False,1
2025-06-13,Emergency,6.0,377.0,252.0,70.0,37.0,12.0,5.0,70.0,3.0,66.84,Friday,Monsoon,False,False,0
2025-06-14,Emergency,6.0,328.0,262.6666666666667,60.0,38.0,15.0,6.0,85.66666666666667,3.0,80.07666666666667,Saturday,Monsoon,True,False,0
2025-06-15,Emergency,6.0,339.0,299.0,45.0,70.0,8.0,2.0,84.0,2.0,88.2,Sunday,Monsoon,False,False,0
2025-06-16,Emergency,6.0,390.0,217.0,55.0,22.0,10.0,2.0,83.0,9.0,55.64,Monday,Monsoon,False,False,0
2025-06-17,Emergency,6.0,330.0,238.0,73.0,57.0,25.0,5.0,84.0,6.0,72.12,Tuesday,Monsoon,False,False,0
2025-06-19,Emergency,6.0,354.0,245.0,45.5,58.0,9.5,3.0,87.0,8.0,69.485,Thursday,Monsoon,False,False,0
2025-06-22,Emergency,6.0,347.0,239.0,45.0,55.0,23.0,9.0,86.0,6.0,68.88,Sunday,Monsoon,False,False,0
2025-06-23,Emergency,6.0,314.0,335.0,50.0,58.0,9.0,6.0,70.0,8.0,106.69,Monday,Monsoon,False,False,1
2025-06-25,Emergency,6.0,368.0,275.0,40.5,21.5,15.0,8.0,78.0,5.5,74.775,Wednesday,Monsoon,False,False,0
2025-06-27,Emergency,6.0,336.0,386.0,31.0,57.0,18.0,7.0,70.0,4.0,114.88,Friday,Monsoon,True,False,1
2025-07-01,Emergency,7.0,333.0,358.0,55.0,48.0,24.0,4.0,79.0,9.0,107.51,Tuesday,Monsoon,False,False,1
2025-07-04,Emergency,7.0,309.0,201.0,77.0,69.0,17.0,1.0,96.0,5.0,65.05,Friday,Monsoon,False,False,0
2025-07-05,Emergency,7.0,365.0,186.0,78.0,45.0,10.0,11.0,90.0,3.0,50.96,Saturday,Monsoon,False,False,0
2025-07-06,Emergency,7.0,309.0,204.0,38.0,18.0,25.0,8.0,89.0,9.0,66.02,Sunday,Monsoon,True,False,0
2025-07-08,Emergency,7.0,313.0,384.0,48.0,28.0,13.0,7.0,94.0,5.0,122.68,Tuesday,Monsoon,False,False,1
2025-07-10,Emergency,7.0,353.0,331.0,48.0,34.5,17.5,9.0,90.5,6.0,94.63,Thursday,Monsoon,False,False,0
2025-07-11,Emergency,7.0,316.0,321.0,24.0,25.0,14.0,1.0,84.0,6.0,101.58,Friday,Monsoon,False,False,1
2025-07-15,Emergency,7.0,396.0,242.0,32.0,24.0,16.0,11.0,76.0,10.0,61.11,Tuesday,Monsoon,False,False,0
2025-07-17,Emergency,7.0,338.0,267.0,67.0,56.0,20.0,3.0,73.0,5.0,78.99,Thursday,Monsoon,False,True,0
2025-07-18,Emergency,7.0,307.0,218.0,59.0,70.0,7.0,12.0,79.0,1.0,71.01,Friday,Monsoon,True,False,0
2025-07-19,Emergency,7.0,394.0,386.0,37.0,39.0,7.0,7.0,96.0,4.0,97.97,Saturday,Monsoon,False,False,0
2025-07-20,Emergency,7.0,337.3333333333333,245.66666666666666,42.333333333333336,47.333333333333336,14.333333333333334,7.666666666666667,80.66666666666667,8.333333333333334,72.83666666666666,Sunday,Monsoon,False,False,0
2025-07-23,Emergency,7.0,354.0,233.0,24.0,25.0,19.0,9.0,84.0,5.0,65.82,Wednesday,Monsoon,False,False,0
2025-07-24,Emergency,7.0,358.0,229.0,42.0,28.0,16.0,6.0,92.0,2.0,63.97,Thursday,Monsoon,False,False,0
2025-07-26,Emergency,7.0,326.0,364.0,34.0,35.0,9.0,7.0,98.0,6.0,111.66,Saturday,Monsoon,False,False,1
2025-07-28,Emergency,7.0,387.0,221.0,77.0,43.0,12.0,1.0,71.0,9.0,57.11,Monday,Monsoon,False,False,0
2025-07-30,Emergency,7.0,362.0,345.3333333333333,57.666666666666664,50.333333333333336,12.333333333333334,8.333333333333334,81.33333333333333,5.0,95.7,Wednesday,Monsoon,False,True,0
2025-07-31,Emergency,7.0,346.0,286.0,27.0,68.0,9.0,9.0,81.0,3.0,82.66,Thursday,Monsoon,False,False,0
2025-08-01,Emergency,8.0,360.0,276.0,31.5,52.5,8.5,11.0,80.0,4.5,76.255,Friday,Monsoon,False,False,0
2025-08-04,Emergency,8.0,360.5,264.5,52.5,20.0,17.5,5.5,88.0,4.5,72.905,Monday,Monsoon,False,False,0
2025-08-05,Emergency,8.0,397.0,244.0,27.0,68.0,19.0,12.0,81.0,4.0,61.46,Tuesday,Monsoon,False,False,0
2025-08-06,Emergency,8.0,380.0,238.0,59.0,18.0,17.0,12.0,97.0,4.0,62.63,Wednesday,Monsoon,True,False,0
2025-08-07,Emergency,8.0,351.0,322.0,46.0,51.0,17.0,4.0,93.0,7.0,91.74,Thursday,Monsoon,False,False,0
2025-08-09,Emergency,8.0,384.0,229.0,50.0,24.0,8.0,8.0,88.0,4.0,59.64,Saturday,Monsoon,True,False,0
2025-08-10,Emergency,8.0,328.0,257.5,42.5,42.0,19.0,3.5,86.5,3.0,78.225,Sunday,Monsoon,False,False,0
2025-08-13,Emergency,8.0,377.0,217.0,50.0,24.0,14.0,3.0,74.0,5.0,57.56,Wednesday,Monsoon,False,False,0
2025-08-15,Emergency,8.0,359.5,267.5,46.0,16.0,24.5,5.0,86.5,7.5,75.39500000000001,Friday,Monsoon,False,False,0
2025-08-17,Emergency,8.0,377.6666666666667,203.0,47.0,38.0,8.0,7.666666666666667,81.66666666666667,5.0,53.583333333333336,Sunday,Monsoon,True,False,0
2025-08-19,Emergency,8.0,391.0,365.0,78.0,53.0,17.0,6.0,90.0,10.0,93.35,Tuesday,Monsoon,False,False,0
2025-08-20,Emergency,8.0,341.0,304.0,66.0,69.0,21.0,2.0,82.0,6.0,89.15,Wednesday,Monsoon,False,False,0
2025-08-21,Emergency,8.0,360.0,324.3333333333333,47.0,45.0,18.333333333333332,5.666666666666667,86.66666666666667,4.0,88.98666666666668,Thursday,Monsoon,False,False,0
2025-08-23,Emergency,8.0,368.0,376.0,25.0,54.0,14.0,7.0,94.0,10.0,102.17,Saturday,Monsoon,False,False,1
2025-08-24,Emergency,8.0,352.0,319.0,60.0,34.0,21.0,9.0,93.0,2.0,90.62,Sunday,Monsoon,False,False,0
2025-08-26,Emergency,8.0,368.0,192.0,66.0,31.0,18.0,10.0,93.0,3.0,52.17,Tuesday,Monsoon,False,False,0
2025-08-27,Emergency,8.0,381.0,267.0,56.0,60.0,18.0,2.0,90.0,4.0,70.08,Wednesday,Monsoon,False,False,0
2025-08-29,Emergency,8.0,352.0,389.0,21.0,36.0,20.0,10.0,98.0,9.0,110.51,Friday,Monsoon,True,False,1
2025-08-30,Emergency,8.0,372.0,260.0,32.0,30.5,11.0,10.0,89.5,4.5,69.705,Saturday,Monsoon,False,False,0
2025-09-01,Emergency,9.0,364.5,258.5,49.5,34.0,16.5,3.0,76.5,5.0,70.735,Monday,Autumn,False,False,0
2025-09-04,Emergency,9.0,375.0,277.0,33.5,40.5,21.5,4.0,86.5,7.0,74.265,Thursday,Autumn,False,False,0
2025-09-05,Emergency,9.0,335.6666666666667,257.6666666666667,63.333333333333336,39.333333333333336,22.0,3.6666666666666665,87.0,7.666666666666667,78.42666666666668,Friday,Autumn,True,False,0
2025-09-06,Emergency,9.0,335.5,227.0,49.5,50.5,12.0,6.5,96.5,8.5,67.185,Saturday,Autumn,False,False,0
2025-09-07,Emergency,9.0,362.0,239.0,54.0,63.0,23.0,2.5,74.0,3.0,65.985,Sunday,Autumn,True,False,0
2025-09-09,Emergency,9.0,357.0,367.0,79.0,47.0,16.0,9.0,85.0,2.0,102.8,Tuesday,Autumn,False,False,1
2025-09-10,Emergency,9.0,351.5,288.5,58.0,51.5,14.5,5.5,87.5,8.5,83.825,Wednesday,Autumn,True,False,0
2025-09-12,Emergency,9.0,342.0,223.0,29.0,32.0,25.0,3.0,93.0,5.0,65.2,Friday,Autumn,False,False,0
2025-09-13,Emergency,9.0,312.3333333333333,314.6666666666667,58.333333333333336,57.333333333333336,15.333333333333334,9.0,88.66666666666667,8.666666666666666,101.06,Saturday,Autumn,False,False,1
2025-09-14,Emergency,9.0,375.0,208.0,22.0,68.0,10.0,12.0,89.0,10.0,55.47,Sunday,Autumn,False,False,0
2025-09-19,Emergency,9.0,364.0,281.0,36.0,66.0,9.0,11.0,91.0,6.0,77.2,Friday,Autumn,False,False,0
2025-09-20,Emergency,9.0,348.0,351.0,43.0,33.0,24.0,4.0,90.0,7.0,100.86,Saturday,Autumn,False,False,1
2025-09-22,Emergency,9.0,387.0,321.0,60.0,43.5,16.0,7.0,94.0,5.5,82.845,Monday,Autumn,True,False,0
2025-09-23,Emergency,9.0,386.0,261.5,58.0,29.0,16.5,4.0,96.0,6.5,67.755,Tuesday,Autumn,True,False,0
2025-09-24,Emergency,9.0,368.5,296.0,69.0,36.5,13.5,4.0,80.5,4.0,80.975,Wednesday,Autumn,False,False,0
2025-09-28,Emergency,9.0,382.0,277.0,44.0,47.0,9.0,11.0,85.0,10.0,72.51,Sunday,Autumn,False,False,0
2025-10-02,Emergency,10.0,380.0,313.0,39.0,50.0,5.0,8.0,79.0,3.0,82.37,Thursday,Autumn,False,False,0
2025-10-06,Emergency,10.0,336.5,354.0,45.0,35.0,17.0,4.5,79.0,9.5,105.47,Monday,Autumn,False,False,1
2025-10-08,Emergency,10.0,382.5,351.0,45.0,42.0,18.5,6.0,78.5,6.0,91.88,Wednesday,Autumn,False,False,0
2025-10-10,Emergency,10.0,372.0,205.0,32.0,62.0,19.0,1.0,90.0,5.0,55.11,Friday,Autumn,False,False,0
2025-10-11,Emergency,10.0,377.0,199.0,56.0,20.0,25.0,9.0,75.0,5.0,52.79,Saturday,Autumn,False,False,0
2025-10-13,Emergency,10.0,349.0,236.0,75.0,31.0,6.0,4.0,88.0,4.0,67.62,Monday,Autumn,False,False,0
2025-10-14,Emergency,10.0,310.0,188.0,60.0,68.0,8.0,1.0,82.0,5.0,60.65,Tuesday,Autumn,False,False,0
2025-10-15,Emergency,10.0,334.0,200.0,28.0,24.5,13.0,6.0,87.0,2.0,60.004999999999995,Wednesday,Autumn,False,False,0
2025-10-16,Emergency,10.0,382.5,213.5,53.5,65.0,16.5,8.0,85.5,7.0,55.879999999999995,Thursday,Autumn,False,False,0
2025-10-18,Emergency,10.0,368.6666666666667,270.3333333333333,59.333333333333336,35.666666666666664,11.666666666666666,6.666666666666667,93.0,2.6666666666666665,73.33333333333333,Saturday,Autumn,False,False,0
2025-10-20,Emergency,10.0,352.0,224.0,72.0,17.0,15.0,5.0,87.0,2.0,63.64,Monday,Autumn,False,False,0
2025-10-21,Emergency,10.0,337.5,243.5,54.5,54.0,23.0,7.5,92.5,3.0,71.435,Tuesday,Autumn,False,False,0
2025-10-22,Emergency,10.0,325.5,244.0,50.0,52.5,16.5,10.0,93.0,5.5,74.78999999999999,Wednesday,Autumn,False,False,0
2025-10-23,Emergency,10.0,315.0,291.0,34.0,61.0,6.0,8.0,86.0,7.0,92.38,Thursday,Autumn,False,False,0
2025-10-24,Emergency,10.0,342.5,276.25,56.0,51.0,17.5,5.5,84.25,6.5,82.25750000000001,Friday,Autumn,False,True,0
2025-10-25,Emergency,10.0,325.0,361.0,36.0,60.0,11.0,10.0,78.0,4.0,111.08,Saturday,Autumn,False,False,1
2025-10-26,Emergency,10.0,372.0,231.5,52.5,32.5,21.5,3.5,84.5,2.5,62.410000000000004,Sunday,Autumn,False,False,0
2025-10-31,Emergency,10.0,344.0,353.0,57.0,68.0,10.0,8.0,89.0,7.0,102.62,Friday,Autumn,False,False,1
2025-11-01,Emergency,11.0,321.0,349.0,50.0,57.0,20.0,10.0,70.0,4.0,108.72,Saturday,Autumn,False,False,1
2025-11-03,Emergency,11.0,349.0,277.0,37.0,64.5,24.0,7.0,84.5,6.5,79.14,Monday,Autumn,False,False,0
2025-11-04,Emergency,11.0,356.0,347.0,57.0,49.0,6.0,6.0,94.0,3.0,97.47,Tuesday,Autumn,False,False,0
2025-11-05,Emergency,11.0,394.0,286.0,29.0,35.0,23.0,3.0,78.0,3.0,72.59,Wednesday,Autumn,False,False,0
2025-11-06,Emergency,11.0,376.0,252.0,65.0,49.0,22.0,9.0,92.0,1.0,67.02,Thursday,Autumn,False,False,0
2025-11-07,Emergency,11.0,306.0,356.0,28.0,18.0,21.0,1.0,86.0,4.0,116.34,Friday,Autumn,False,False,1
2025-11-08,Emergency,11.0,310.0,363.0,59.0,46.0,19.0,4.0,88.0,3.0,117.1,Saturday,Autumn,True,False,1
2025-11-09,Emergency,11.0,359.0,232.0,40.0,47.0,25.0,5.0,87.0,6.0,64.62,Sunday,Autumn,False,False,0
2025-11-10,Emergency,11.0,387.0,379.0,48.0,52.0,7.0,10.0,100.0,2.0,97.93,Monday,Autumn,False,False,0
2025-11-12,Emergency,11.0,354.5,302.5,37.0,54.0,17.0,7.5,80.0,4.0,84.14,Wednesday,Autumn,False,False,0
2025-11-14,Emergency,11.0,360.0,330.0,23.0,54.0,16.0,9.0,72.0,8.0,91.67,Friday,Autumn,False,False,0
2025-11-16,Emergency,11.0,368.0,257.0,79.0,15.0,6.0,10.0,84.0,1.0,69.84,Sunday,Autumn,False,False,0
2025-11-17,Emergency,11.0,358.0,256.3333333333333,55.333333333333336,51.333333333333336,20.333333333333332,6.333333333333333,94.33333333333333,6.333333333333333,73.22333333333334,Monday,Autumn,True,False,0
2025-11-20,Emergency,11.0,383.5,228.0,56.0,47.0,13.5,7.0,83.5,6.0,59.425,Thursday,Autumn,False,False,0
2025-11-27,Emergency,11.0,374.5,293.5,45.0,54.0,17.5,9.5,94.5,6.5,78.215,Thursday,Autumn,False,False,0
2025-11-28,Emergency,11.0,305.0,206.0,50.0,21.0,12.0,7.0,82.0,7.0,67.54,Friday,Autumn,False,False,0
2025-11-29,Emergency,11.0,351.0,237.0,38.0,15.0,5.0,3.0,98.0,2.0,67.52,Saturday,Autumn,False,False,0
2025-12-01,Emergency,12.0,363.0,221.0,57.5,41.0,15.5,6.0,92.0,7.0,61.129999999999995,Monday,Winter,False,False,0
2025-12-02,Emergency,12.0,340.0,279.0,69.0,52.0,10.0,6.0,83.0,3.0,82.06,Tuesday,Winter,False,False,0
2025-12-04,Emergency,12.0,357.0,362.0,77.0,37.0,5.0,11.0,76.0,5.0,101.4,Thursday,Winter,False,False,1
2025-12-05,Emergency,12.0,340.0,341.3333333333333,58.666666666666664,41.333333333333336,16.0,6.0,93.0,8.666666666666666,100.64333333333333,Friday,Winter,False,False,1
2025-12-12,Emergency,12.0,317.5,349.0,70.0,59.5,12.5,7.5,80.0,5.0,109.99000000000001,Friday,Winter,False,False,1
2025-12-16,Emergency,12.0,382.0,290.5,39.5,24.5,24.0,8.5,93.5,6.0,76.295,Tuesday,Winter,False,False,0
2025-12-18,Emergency,12.0,353.0,333.0,59.0,17.0,12.0,10.0,92.0,4.0,94.33,Thursday,Winter,False,False,0
2025-12-22,Emergency,12.0,326.0,346.0,53.0,58.0,24.0,4.0,82.0,9.0,106.13,Monday,Winter,False,False,1
2025-12-24,Emergency,12.0,323.5,361.0,27.5,37.0,18.5,10.0,92.0,3.0,112.59,Wednesday,Winter,False,False,1
2025-12-26,Emergency,12.0,327.0,341.0,38.0,56.0,14.0,3.0,78.0,10.0,104.28,Friday,Winter,False,False,1
2025-12-28,Emergency,12.0,349.5,285.5,22.5,33.5,16.0,5.0,94.5,9.5,81.655,Sunday,Winter,False,False,0
2025-12-29,Emergency,12.0,350.0,259.0,70.0,24.0,8.0,6.0,97.0,4.0,74.0,Monday,Winter,False,False,0
2021-01-01,General Medicine,1.0,368.0,188.0,64.0,60.0,10.0,11.0,74.0,1.0,51.09,Friday,Winter,False,False,0
2021-01-02,General Medicine,1.0,357.0,328.0,58.0,31.0,17.0,9.0,82.0,4.0,91.88,Saturday,Winter,False,False,0
2021-01-03,General Medicine,1.0,329.0,269.3333333333333,47.333333333333336,50.333333333333336,15.333333333333334,5.666666666666667,81.33333333333333,4.333333333333333,81.69,Sunday,Winter,True,False,0
2021-01-06,General Medicine,1.0,325.0,266.0,54.0,62.0,9.0,9.0,92.0,5.0,81.85,Wednesday,Winter,False,False,0
2021-01-09,General Medicine,1.0,363.0,256.0,65.0,67.0,18.0,1.0,86.0,5.0,70.52,Saturday,Winter,False,False,0
2021-01-11,General Medicine,1.0,367.0,361.0,61.0,27.0,5.0,3.0,92.0,7.0,98.37,Monday,Winter,False,False,0
2021-01-12,General Medicine,1.0,318.5,226.5,34.5,33.5,10.0,6.5,86.0,6.5,71.25999999999999,Tuesday,Winter,False,False,0
2021-01-14,General Medicine,1.0,379.0,276.0,26.0,16.0,24.0,7.0,71.0,5.0,72.82,Thursday,Winter,False,False,0
2021-01-17,General Medicine,1.0,346.25,202.0,48.5,32.75,16.75,6.0,86.5,7.5,58.68,Sunday,Winter,True,False,0
2021-01-19,General Medicine,1.0,376.0,319.5,47.0,45.5,14.0,9.0,82.0,1.0,84.61500000000001,Tuesday,Winter,False,False,0
2021-01-21,General Medicine,1.0,345.6666666666667,260.0,63.333333333333336,40.0,9.666666666666666,7.666666666666667,95.66666666666667,4.333333333333333,76.21333333333332,Thursday,Winter,False,False,0
2021-01-22,General Medicine,1.0,346.6666666666667,244.0,52.666666666666664,46.666666666666664,21.333333333333332,6.0,80.0,4.333333333333333,70.65666666666667,Friday,Winter,False,True,0
2021-01-25,General Medicine,1.0,370.0,281.0,20.0,40.0,10.0,1.0,82.0,2.0,75.95,Monday,Winter,False,False,0
2021-01-27,General Medicine,1.0,369.0,282.0,73.0,57.0,15.0,4.0,84.0,2.0,76.42,Wednesday,Winter,False,False,0
2021-01-29,General Medicine,1.0,400.0,198.0,35.0,61.0,23.0,3.0,97.0,2.0,49.5,Friday,Winter,False,False,0
2021-01-31,General Medicine,1.0,308.0,352.0,63.0,41.0,14.0,2.0,91.0,7.0,114.29,Sunday,Winter,False,False,1
2021-02-01,General Medicine,2.0,334.0,283.0,35.0,34.5,9.5,7.5,75.5,4.0,86.13,Monday,Winter,False,False,0
2021-02-03,General Medicine,2.0,327.0,315.0,54.0,42.0,12.0,10.0,84.0,2.0,96.33,Wednesday,Winter,False,False,0
2021-02-06,General Medicine,2.0,381.0,233.0,80.0,54.0,15.0,9.0,74.0,7.0,61.15,Saturday,Winter,False,False,0
2021-02-08,General Medicine,2.0,369.0,235.0,64.5,33.0,13.5,6.0,83.5,4.5,64.68,Monday,Winter,False,False,0
2021-02-10,General Medicine,2.0,328.5,309.5,55.0,34.0,12.0,8.5,93.0,1.5,94.35,Wednesday,Winter,True,False,0
2021-02-12,General Medicine,2.0,332.0,279.0,58.0,48.0,23.0,12.0,83.0,6.0,84.04,Friday,Winter,False,False,0
2021-02-14,General Medicine,2.0,377.0,192.0,74.0,59.0,22.0,4.0,100.0,4.0,50.93,Sunday,Winter,False,False,0
2021-02-16,General Medicine,2.0,385.5,294.5,58.0,37.0,13.0,11.0,78.5,4.5,76.345,Tuesday,Winter,False,False,0
2021-02-17,General Medicine,2.0,361.0,280.0,43.333333333333336,47.333333333333336,10.666666666666666,6.666666666666667,94.66666666666667,1.6666666666666667,78.11333333333333,Wednesday,Winter,False,False,0
2021-02-18,General Medicine,2.0,334.0,283.0,72.0,28.0,19.0,2.0,98.0,6.0,84.73,Thursday,Winter,False,False,0
2021-02-19,General Medicine,2.0,333.0,251.0,59.0,23.0,14.0,3.0,81.0,8.0,75.38,Friday,Winter,False,False,0
2021-02-20,General Medicine,2.0,327.0,296.0,50.0,25.0,12.0,1.0,85.0,9.0,90.52,Saturday,Winter,False,False,0
2021-02-22,General Medicine,2.0,356.0,244.0,65.0,44.0,16.0,6.0,86.0,9.0,68.54,Monday,Winter,False,False,0
2021-02-23,General Medicine,2.0,353.0,355.0,66.0,55.0,7.0,9.0,90.0,8.0,100.57,Tuesday,Winter,False,False,1
2021-02-24,General Medicine,2.0,338.0,305.0,54.0,69.0,23.0,2.0,70.0,6.0,90.24,Wednesday,Winter,False,False,0
2021-02-25,General Medicine,2.0,310.0,221.0,26.0,61.0,22.0,11.0,85.0,5.0,71.29,Thursday,Winter,False,False,0
2021-02-27,General Medicine,2.0,329.6666666666667,297.0,51.333333333333336,64.0,12.333333333333334,7.333333333333333,92.66666666666667,8.333333333333334,91.75666666666666,Saturday,Winter,False,False,0
2021-03-04,General Medicine,3.0,323.0,321.0,64.0,29.0,18.0,6.0,77.0,9.0,99.38,Thursday,Spring,False,False,0
