Date,Day_of_Week,Month,Season,Total_Hospital_Beds,Beds_Occupied,Daily_Admissions,Daily_Discharges,Emergency_Admissions,ICU_Admissions,Department,Public_Holiday,Special_Event,Staff_Availability,Avg_Length_of_Stay,Occupancy_Rate
2023-03-12,Sunday,3,Spring,318,354,54,51,24,8,ICU,False,False,75,4,111.32
2021-04-12,Monday,4,Spring,322,233,47,68,24,10,Emergency,False,False,70,2,72.36
2024-12-19,Thursday,12,Winter,308,225,24,43,24,3,Neurology,False,False,79,2,73.05
2024-11-16,Saturday,11,Autumn,393,375,60,24,6,6,ICU,False,False,92,1,95.42
2023-02-18,Saturday,2,Winter,349,183,75,28,10,4,Neurology,False,False,89,9,52.44
2021-08-02,Monday,8,Monsoon,315,373,67,30,21,6,Neurology,True,False,70,10,118.41
2025-09-11,Thursday,9,Autumn,332,350,73,51,16,12,Cardiology,False,False,94,4,105.42
2024-01-17,Wednesday,1,Winter,301,241,35,25,9,3,Pediatrics,True,False,83,5,80.07
2025-04-26,Saturday,4,Spring,313,303,60,65,6,7,General Medicine,False,False,72,4,96.81
2022-02-05,Saturday,2,Winter,300,307,37,40,13,2,Cardiology,False,False,99,4,102.33
2022-08-11,Thursday,8,Monsoon,389,291,32,54,6,5,Cardiology,False,False,78,6,74.81
2023-06-08,Thursday,6,Monsoon,357,264,62,33,24,3,General Medicine,False,True,99,6,73.95
2023-12-06,Wednesday,12,Winter,388,183,44,66,18,5,Emergency,False,False,99,1,47.16
2025-08-23,Saturday,8,Monsoon,315,244,29,68,19,3,Cardiology,False,False,76,1,77.46
2025-01-26,Sunday,1,Winter,378,241,48,32,6,9,General Medicine,False,False,99,7,63.76
2022-08-15,Monday,8,Monsoon,389,269,29,44,22,8,General Medicine,False,False,77,1,69.15
2024-08-26,Monday,8,Monsoon,346,299,25,46,16,2,Cardiology,True,False,76,1,86.42
2024-01-15,Monday,1,Winter,343,309,35,37,11,8,Neurology,False,False,79,6,90.09
2021-04-02,Friday,4,Spring,379,316,44,67,20,8,General Medicine,False,True,96,8,83.38
2025-08-11,Monday,8,Monsoon,313,364,63,26,23,10,Neurology,False,False,94,7,116.29
2022-11-04,Friday,11,Autumn,392,224,23,27,7,3,Orthopedics,True,False,84,6,57.14
2022-12-15,Thursday,12,Winter,323,325,56,35,19,10,Cardiology,False,False,88,7,100.62
2023-07-25,Tuesday,7,Monsoon,354,291,53,35,19,5,Neurology,False,False,93,2,82.2
2021-08-30,Monday,8,Monsoon,314,355,38,43,11,2,Emergency,False,False,97,6,113.06
2021-01-02,Saturday,1,Winter,382,221,52,43,12,10,Orthopedics,False,False,71,9,57.85
2021-08-13,Friday,8,Monsoon,371,220,23,64,11,6,Pediatrics,False,False,89,4,59.3
2023-03-12,Sunday,3,Spring,333,382,63,41,7,2,Emergency,False,False,79,2,114.71
2025-11-04,Tuesday,11,Autumn,301,268,53,43,23,4,Neurology,False,False,98,9,89.04
2022-08-12,Friday,8,Monsoon,326,365,31,29,23,3,Pediatrics,False,False,73,8,111.96
2021-04-26,Monday,4,Spring,373,221,50,61,22,1,Cardiology,False,True,84,8,59.25
2025-08-17,Sunday,8,Monsoon,398,214,35,26,11,8,ICU,True,False,98,7,53.77
2023-07-07,Friday,7,Monsoon,386,345,21,55,23,8,General Medicine,False,False,75,8,89.38
2024-02-01,Thursday,2,Winter,371,246,68,33,9,1,Orthopedics,False,False,72,3,66.31
2021-07-13,Tuesday,7,Monsoon,391,220,77,26,17,12,Cardiology,False,False,81,6,56.27
2024-04-04,Thursday,4,Spring,322,278,79,37,6,6,General Medicine,False,False,70,7,86.34
2023-05-21,Sunday,5,Summer,367,229,21,19,22,12,Neurology,False,False,99,5,62.4
2021-03-31,Wednesday,3,Spring,313,283,55,40,8,1,ICU,False,False,95,2,90.42
2025-09-06,Saturday,9,Autumn,362,265,25,67,8,9,Emergency,False,False,93,10,73.2
2021-05-02,Sunday,5,Summer,392,379,80,66,12,1,Cardiology,False,False,78,7,96.68
2021-05-23,Sunday,5,Summer,364,258,79,24,15,3,Cardiology,False,False,92,2,70.88
2023-09-21,Thursday,9,Autumn,367,224,42,36,5,9,Neurology,False,False,78,9,61.04
2021-04-16,Friday,4,Spring,362,378,58,53,13,1,ICU,False,False,75,9,104.42
2023-06-06,Tuesday,6,Monsoon,395,326,74,37,10,2,Pediatrics,False,True,72,10,82.53
2022-03-04,Friday,3,Spring,396,285,66,25,8,4,Emergency,False,False,96,6,71.97
2024-08-21,Wednesday,8,Monsoon,389,324,71,42,10,7,Cardiology,False,False,78,4,83.29
2021-11-13,Saturday,11,Autumn,380,372,63,45,17,8,Neurology,False,False,83,10,97.89
2022-09-27,Tuesday,9,Autumn,386,301,56,22,13,1,Pediatrics,False,False,86,4,77.98
2021-01-09,Saturday,1,Winter,363,256,65,67,18,1,General Medicine,False,False,86,5,70.52
2023-02-13,Monday,2,Winter,331,235,35,53,16,5,Neurology,False,False,87,7,71.0
2024-01-02,Tuesday,1,Winter,378,291,62,62,8,8,ICU,False,False,80,8,76.98
2024-10-14,Monday,10,Autumn,312,272,63,42,12,1,Pediatrics,True,False,89,10,87.18
2021-08-11,Wednesday,8,Monsoon,365,220,38,30,21,3,Cardiology,False,False,88,8,60.27
2024-12-10,Tuesday,12,Winter,318,349,68,60,9,6,Neurology,False,False,86,7,109.75
2022-07-07,Thursday,7,Monsoon,323,185,43,61,7,1,Pediatrics,False,False,92,6,57.28
2024-10-25,Friday,10,Autumn,387,376,77,66,8,3,Emergency,False,False,97,2,97.16
2022-12-17,Saturday,12,Winter,310,277,46,45,12,12,Orthopedics,False,False,83,8,89.35
2024-07-11,Thursday,7,Monsoon,358,382,26,55,20,1,Cardiology,False,False,100,4,106.7
2025-09-10,Wednesday,9,Autumn,385,252,49,62,15,4,Emergency,False,False,85,8,65.45
2024-09-03,Tuesday,9,Autumn,314,347,60,30,6,9,ICU,False,False,99,5,110.51
2024-01-13,Saturday,1,Winter,309,220,33,19,12,5,Emergency,False,False,89,3,71.2
2024-09-03,Tuesday,9,Autumn,340,188,77,49,11,3,Emergency,False,False,85,6,55.29
2021-04-21,Wednesday,4,Spring,326,187,71,67,5,10,Pediatrics,False,False,97,2,57.36
2021-09-08,Wednesday,9,Autumn,359,351,63,39,6,7,ICU,False,False,80,6,97.77
2022-01-18,Tuesday,1,Winter,372,365,34,27,17,6,Orthopedics,False,False,70,6,98.12
2021-01-07,Thursday,1,Winter,351,283,31,43,15,11,Neurology,False,False,85,1,80.63
2022-04-04,Monday,4,Spring,327,374,72,41,7,9,General Medicine,False,False,91,10,114.37
2024-01-13,Saturday,1,Winter,364,192,72,54,6,4,Orthopedics,False,False,99,5,52.75
2021-07-27,Tuesday,7,Monsoon,316,198,48,31,20,4,General Medicine,False,False,75,5,62.66
2023-06-19,Monday,6,Monsoon,394,277,42,51,5,9,General Medicine,False,True,84,8,70.3
2024-11-14,Thursday,11,Autumn,343,275,32,52,11,2,General Medicine,False,False,70,7,80.17
2024-08-30,Friday,8,Monsoon,309,228,28,43,7,10,Cardiology,False,False,76,9,73.79
2021-01-22,Friday,1,Winter,362,387,43,48,20,2,Orthopedics,False,False,77,10,106.91
2022-02-14,Monday,2,Winter,400,279,58,44,10,9,Emergency,False,True,90,3,69.75
2023-06-14,Wednesday,6,Monsoon,392,261,49,45,18,7,Pediatrics,False,False,79,1,66.58
2022-05-30,Monday,5,Summer,381,385,20,36,15,5,Cardiology,True,False,96,7,101.05
2024-02-25,Sunday,2,Winter,346,337,79,60,25,5,Pediatrics,False,False,99,9,97.4
2023-03-20,Monday,3,Spring,337,245,29,39,23,9,ICU,True,False,76,10,72.7
2025-09-20,Saturday,9,Autumn,369,384,80,18,5,10,ICU,False,False,77,10,104.07
2023-05-24,Wednesday,5,Summer,375,270,57,49,25,5,General Medicine,False,False,98,7,72.0
2021-01-14,Thursday,1,Winter,352,238,77,55,17,9,Cardiology,False,False,82,10,67.61
2023-08-29,Tuesday,8,Monsoon,377,232,66,64,24,8,Neurology,False,False,83,7,61.54
2023-09-05,Tuesday,9,Autumn,343,231,34,58,13,6,Pediatrics,False,False,98,10,67.35
2023-10-11,Wednesday,10,Autumn,373,260,28,23,15,5,Neurology,False,False,92,6,69.71
2023-11-02,Thursday,11,Autumn,353,338,32,40,5,5,Cardiology,False,False,72,5,95.75
2021-03-28,Sunday,3,Spring,319,194,42,41,17,5,ICU,False,False,95,5,60.82
2025-03-28,Friday,3,Spring,378,300,52,41,24,1,Emergency,False,False,81,8,79.37
2023-06-28,Wednesday,6,Monsoon,330,327,28,32,5,11,Orthopedics,False,False,95,9,99.09
2025-04-10,Thursday,4,Spring,306,184,22,44,7,5,Orthopedics,False,False,71,4,60.13
2024-08-17,Saturday,8,Monsoon,357,314,49,59,24,3,General Medicine,False,False,99,10,87.96
2024-06-20,Thursday,6,Monsoon,309,197,28,60,21,6,Pediatrics,False,True,100,1,63.75
2021-05-02,Sunday,5,Summer,309,235,71,45,9,9,General Medicine,False,False,99,5,76.05
2024-03-16,Saturday,3,Spring,338,254,44,56,10,12,General Medicine,False,False,94,4,75.15
2025-05-10,Saturday,5,Summer,327,275,80,17,21,3,ICU,False,False,98,4,84.1
2023-01-20,Friday,1,Winter,329,293,66,43,14,1,ICU,False,False,74,1,89.06
2024-10-11,Friday,10,Autumn,336,280,43,21,15,8,Neurology,False,False,81,3,83.33
2022-11-16,Wednesday,11,Autumn,366,352,51,32,17,12,Orthopedics,False,False,94,3,96.17
2025-10-23,Thursday,10,Autumn,342,207,26,30,14,9,Neurology,False,False,73,8,60.53
2025-07-13,Sunday,7,Monsoon,378,229,55,63,18,10,Neurology,False,False,99,6,60.58
2021-11-05,Friday,11,Autumn,384,181,44,46,17,4,General Medicine,False,False,96,6,47.14
2022-11-26,Saturday,11,Autumn,351,247,39,52,8,10,Neurology,False,False,70,6,70.37
2021-10-15,Friday,10,Autumn,400,307,36,39,24,5,Cardiology,True,False,77,8,76.75
2021-11-03,Wednesday,11,Autumn,355,256,73,58,21,3,Neurology,True,False,90,5,72.11
2025-06-06,Friday,6,Monsoon,375,203,55,46,22,8,Pediatrics,False,False,89,3,54.13
2023-07-03,Monday,7,Monsoon,367,291,45,33,15,3,Emergency,False,False,94,1,79.29
2025-10-13,Monday,10,Autumn,308,355,38,17,14,4,ICU,False,False,94,8,115.26
2022-10-24,Monday,10,Autumn,391,352,79,49,25,10,Neurology,False,False,71,10,90.03
2022-07-03,Sunday,7,Monsoon,322,298,56,64,22,12,Pediatrics,False,False,86,4,92.55
2024-10-07,Monday,10,Autumn,362,365,67,43,23,7,General Medicine,False,False,93,3,100.83
2021-11-08,Monday,11,Autumn,360,215,22,25,13,2,Pediatrics,True,False,78,8,59.72
2023-05-23,Tuesday,5,Summer,339,181,62,20,9,1,General Medicine,False,False,98,10,53.39
2023-12-19,Tuesday,12,Winter,343,306,76,33,5,4,ICU,False,False,96,7,89.21
2025-07-25,Friday,7,Monsoon,385,284,47,51,9,8,Orthopedics,False,False,89,8,73.77
2023-07-13,Thursday,7,Monsoon,323,197,41,59,7,1,Orthopedics,False,False,80,2,60.99
2025-10-04,Saturday,10,Autumn,350,356,66,41,5,10,Pediatrics,False,False,86,8,101.71
2023-01-25,Wednesday,1,Winter,357,187,38,19,23,3,Orthopedics,False,False,92,4,52.38
2021-02-04,Thursday,2,Winter,389,365,72,40,10,4,Orthopedics,False,False,90,2,93.83
2022-03-21,Monday,3,Spring,393,194,75,49,14,4,Cardiology,False,False,98,4,49.36
2021-04-03,Saturday,4,Spring,332,324,65,33,9,3,General Medicine,False,False,74,8,97.59
2024-05-15,Wednesday,5,Summer,315,202,35,31,16,3,Orthopedics,True,False,90,6,64.13
2021-12-19,Sunday,12,Winter,321,373,75,68,16,7,Pediatrics,False,False,95,3,116.2
2023-06-22,Thursday,6,Monsoon,356,377,25,49,21,8,Pediatrics,False,False,78,7,105.9
2024-09-17,Tuesday,9,Autumn,361,272,56,61,6,10,Pediatrics,False,False,76,6,75.35
2023-05-12,Friday,5,Summer,381,334,50,63,25,4,Orthopedics,False,False,87,5,87.66
2025-10-15,Wednesday,10,Autumn,370,344,72,27,18,11,Neurology,False,False,84,6,92.97
2021-06-08,Tuesday,6,Monsoon,389,228,68,28,16,11,Pediatrics,False,False,95,3,58.61
2023-08-15,Tuesday,8,Monsoon,371,243,67,44,17,8,Emergency,False,False,94,5,65.5
2021-01-24,Sunday,1,Winter,369,213,53,62,9,8,Emergency,False,False,85,3,57.72
2022-02-08,Tuesday,2,Winter,329,197,50,57,9,6,Pediatrics,False,True,85,2,59.88
2023-03-16,Thursday,3,Spring,322,243,79,31,21,1,General Medicine,False,False,98,2,75.47
2022-05-31,Tuesday,5,Summer,331,285,30,51,9,7,Neurology,False,False,89,2,86.1
2023-01-02,Monday,1,Winter,385,253,55,67,23,7,ICU,False,False,82,10,65.71
2024-10-19,Saturday,10,Autumn,356,281,25,29,8,5,Orthopedics,False,False,74,4,78.93
2024-11-06,Wednesday,11,Autumn,308,351,46,32,11,6,Cardiology,False,False,71,2,113.96
2022-06-16,Thursday,6,Monsoon,330,196,26,62,21,9,Emergency,False,True,88,4,59.39
2023-08-14,Monday,8,Monsoon,370,366,68,28,15,3,Orthopedics,True,False,74,9,98.92
2021-06-01,Tuesday,6,Monsoon,308,320,51,28,10,12,ICU,False,False,70,3,103.9
2025-05-05,Monday,5,Summer,312,231,27,59,17,4,Cardiology,False,False,70,5,74.04
2025-09-09,Tuesday,9,Autumn,357,367,79,47,16,9,Emergency,False,False,85,2,102.8
2023-08-05,Saturday,8,Monsoon,302,349,52,52,9,10,Neurology,False,False,86,7,115.56
2022-08-31,Wednesday,8,Monsoon,334,243,76,69,14,12,ICU,False,False,76,10,72.75
2025-06-29,Sunday,6,Monsoon,396,373,66,25,15,2,ICU,False,False,79,5,94.19
2022-02-24,Thursday,2,Winter,320,213,71,25,13,9,Neurology,False,False,97,7,66.56
2024-06-27,Thursday,6,Monsoon,363,274,63,62,17,5,Cardiology,False,False,73,3,75.48
2024-02-15,Thursday,2,Winter,394,266,34,70,7,3,Cardiology,False,False,73,6,67.51
2023-05-16,Tuesday,5,Summer,351,378,74,40,21,8,Emergency,False,False,82,3,107.69
2025-03-16,Sunday,3,Spring,333,281,46,17,22,9,Cardiology,False,False,82,1,84.38
2025-10-30,Thursday,10,Autumn,395,371,49,39,9,1,Orthopedics,False,False,96,8,93.92
2022-08-01,Monday,8,Monsoon,334,340,41,31,20,5,Cardiology,False,False,72,9,101.8
2021-12-01,Wednesday,12,Winter,314,319,66,36,20,9,Neurology,False,False,80,5,101.59
2024-12-12,Thursday,12,Winter,395,255,48,43,15,11,ICU,False,False,87,1,64.56
2023-07-21,Friday,7,Monsoon,305,198,60,60,8,2,Cardiology,False,False,89,2,64.92
2025-12-03,Wednesday,12,Winter,384,316,67,40,13,1,Pediatrics,False,False,98,8,82.29
2021-10-22,Friday,10,Autumn,396,253,49,48,19,8,Emergency,False,False,80,7,63.89
2023-01-25,Wednesday,1,Winter,331,324,21,40,16,6,Orthopedics,False,False,87,4,97.89
2024-10-26,Saturday,10,Autumn,351,229,34,23,20,2,Cardiology,False,False,83,3,65.24
2021-07-05,Monday,7,Monsoon,382,218,66,54,8,3,Orthopedics,False,False,80,4,57.07
2024-06-23,Sunday,6,Monsoon,396,348,46,25,7,5,Cardiology,True,False,82,5,87.88
2022-09-29,Thursday,9,Autumn,327,317,26,21,25,1,Orthopedics,False,False,80,4,96.94
2024-07-15,Monday,7,Monsoon,394,191,46,44,8,2,Pediatrics,False,False,100,9,48.48
2025-07-25,Friday,7,Monsoon,384,258,40,68,6,11,Cardiology,False,False,76,1,67.19
2024-06-14,Friday,6,Monsoon,397,194,32,16,23,12,Cardiology,False,False,79,1,48.87
2022-06-14,Tuesday,6,Monsoon,363,207,74,44,11,1,General Medicine,False,False,75,10,57.02
2025-04-25,Friday,4,Spring,378,311,36,18,6,11,ICU,False,False,75,7,82.28
2021-01-21,Thursday,1,Winter,377,215,30,69,5,7,Emergency,False,False,87,3,57.03
2023-06-30,Friday,6,Monsoon,318,298,78,28,22,7,Emergency,False,False,80,4,93.71
2025-10-27,Monday,10,Autumn,314,244,29,27,12,10,General Medicine,False,False,90,1,77.71
2023-05-17,Wednesday,5,Summer,305,277,76,68,12,5,Cardiology,False,False,95,2,90.82
2023-03-05,Sunday,3,Spring,372,226,52,39,14,10,ICU,False,True,84,5,60.75
2025-03-24,Monday,3,Spring,400,260,33,27,22,6,Orthopedics,False,False,93,4,65.0
2021-04-10,Saturday,4,Spring,383,218,56,27,15,3,General Medicine,True,False,97,3,56.92
2023-01-22,Sunday,1,Winter,397,217,27,51,5,11,Emergency,False,False,87,2,54.66
2022-04-23,Saturday,4,Spring,337,223,52,58,11,2,Emergency,False,False,77,1,66.17
2025-06-11,Wednesday,6,Monsoon,325,358,26,20,12,10,Neurology,False,False,78,1,110.15
2024-08-14,Wednesday,8,Monsoon,381,276,53,40,18,9,Pediatrics,False,False,72,1,72.44
2023-07-29,Saturday,7,Monsoon,391,303,26,68,23,2,Neurology,False,False,97,7,77.49
2022-06-10,Friday,6,Monsoon,350,205,26,28,12,1,Emergency,False,False,98,1,58.57
2021-11-30,Tuesday,11,Autumn,372,343,60,22,23,9,Cardiology,False,False,84,2,92.2
2021-01-02,Saturday,1,Winter,395,376,73,38,8,8,Neurology,False,False,89,2,95.19
2022-01-10,Monday,1,Winter,352,276,55,36,14,8,Orthopedics,False,False,83,8,78.41
2021-10-20,Wednesday,10,Autumn,355,180,74,54,14,7,Orthopedics,False,False,99,5,50.7
2023-04-17,Monday,4,Spring,358,232,26,53,8,9,Orthopedics,False,False,93,4,64.8
2023-10-02,Monday,10,Autumn,369,185,39,63,12,11,Cardiology,False,False,71,3,50.14
2022-07-07,Thursday,7,Monsoon,377,216,37,35,11,3,Pediatrics,False,False,87,8,57.29
2021-11-14,Sunday,11,Autumn,391,181,64,57,19,8,Emergency,False,False,70,10,46.29
2025-03-06,Thursday,3,Spring,357,302,62,40,12,1,Neurology,False,True,100,6,84.59
2022-01-16,Sunday,1,Winter,387,248,60,24,14,1,Pediatrics,False,False,99,7,64.08
2025-07-05,Saturday,7,Monsoon,312,348,33,27,11,11,Pediatrics,False,False,97,5,111.54
2021-01-14,Thursday,1,Winter,342,358,59,56,23,6,Neurology,False,True,71,5,104.68
2022-05-19,Thursday,5,Summer,375,354,72,67,7,12,Emergency,False,False,82,10,94.4
2021-08-19,Thursday,8,Monsoon,350,192,33,28,13,8,Cardiology,False,False,82,8,54.86
2024-01-13,Saturday,1,Winter,318,383,40,23,20,8,ICU,False,False,83,1,120.44
2021-05-10,Monday,5,Summer,320,248,68,21,18,10,Cardiology,False,True,97,3,77.5
2025-11-02,Sunday,11,Autumn,390,245,78,53,11,1,Cardiology,False,False,81,7,62.82
2023-04-18,Tuesday,4,Spring,382,238,76,45,16,11,Emergency,False,False,94,3,62.3
2024-03-14,Thursday,3,Spring,323,247,46,64,5,1,Orthopedics,False,False,97,9,76.47
2023-06-10,Saturday,6,Monsoon,325,238,65,30,20,9,Pediatrics,False,False,90,2,73.23
2021-01-28,Thursday,1,Winter,344,296,45,22,7,9,Emergency,False,False,89,1,86.05
2021-03-07,Sunday,3,Spring,327,189,46,62,5,7,Neurology,False,False,71,7,57.8
2024-04-01,Monday,4,Spring,381,320,43,65,10,1,ICU,True,True,71,9,83.99
2024-06-06,Thursday,6,Monsoon,399,309,24,29,6,10,General Medicine,False,False,83,4,77.44
2021-09-18,Saturday,9,Autumn,328,194,61,39,11,2,Neurology,False,True,91,9,59.15
2025-01-12,Sunday,1,Winter,316,225,57,61,12,8,General Medicine,False,False,76,3,71.2
2024-12-18,Wednesday,12,Winter,367,364,47,52,17,8,Cardiology,True,False,73,8,99.18
2022-04-05,Tuesday,4,Spring,343,317,61,55,20,11,General Medicine,False,False,80,9,92.42
2025-08-27,Wednesday,8,Monsoon,360,329,62,29,25,5,Pediatrics,False,False,97,5,91.39
2021-10-28,Thursday,10,Autumn,392,268,77,39,14,2,Neurology,False,False,76,5,68.37
2023-07-08,Saturday,7,Monsoon,367,386,51,21,8,3,Orthopedics,False,False,70,5,105.18
2024-08-19,Monday,8,Monsoon,373,256,43,40,25,5,Emergency,False,False,82,9,68.63
2021-10-14,Thursday,10,Autumn,324,315,25,22,17,3,ICU,False,False,77,9,97.22
2024-11-19,Tuesday,11,Autumn,394,328,29,32,21,10,ICU,False,False,98,3,83.25
2023-10-31,Tuesday,10,Autumn,366,329,65,35,12,1,ICU,False,False,97,4,89.89
2025-09-27,Saturday,9,Autumn,301,289,71,30,12,6,Neurology,False,False,85,6,96.01
2022-09-22,Thursday,9,Autumn,388,276,22,61,11,5,Neurology,False,False,88,8,71.13
2021-09-27,Monday,9,Autumn,348,224,26,17,5,3,Emergency,False,False,85,2,64.37
2022-08-15,Monday,8,Monsoon,369,270,48,15,19,9,Orthopedics,False,False,82,4,73.17
2025-06-17,Tuesday,6,Monsoon,325,347,53,27,19,10,ICU,True,False,100,5,106.77
2025-12-07,Sunday,12,Winter,371,293,26,68,23,8,General Medicine,False,False,76,6,78.98
2023-04-24,Monday,4,Spring,398,329,36,46,8,7,Orthopedics,False,False,92,1,82.66
2023-05-12,Friday,5,Summer,326,337,32,26,10,12,Orthopedics,False,False,88,6,103.37
2024-10-16,Wednesday,10,Autumn,388,369,77,45,14,11,Neurology,False,False,74,10,95.1
2024-07-04,Thursday,7,Monsoon,317,252,40,55,16,2,Neurology,False,False,71,7,79.5
2021-05-13,Thursday,5,Summer,353,352,50,16,8,10,Orthopedics,False,True,78,9,99.72
2024-07-23,Tuesday,7,Monsoon,300,214,28,55,10,5,ICU,False,False,85,8,71.33
2025-12-05,Friday,12,Winter,360,389,64,22,18,5,Orthopedics,False,False,90,3,108.06
2025-09-03,Wednesday,9,Autumn,302,221,66,39,17,6,Neurology,False,False,73,5,73.18
2023-08-30,Wednesday,8,Monsoon,367,312,32,19,25,6,ICU,False,False,79,1,85.01
2022-05-28,Saturday,5,Summer,340,206,36,59,7,3,General Medicine,False,False,72,9,60.59
2021-11-09,Tuesday,11,Autumn,336,377,27,16,25,11,Neurology,False,False,70,10,112.2
2022-07-30,Saturday,7,Monsoon,350,369,28,56,19,4,General Medicine,False,False,76,7,105.43
2023-06-05,Monday,6,Monsoon,314,211,28,52,7,1,General Medicine,False,False,72,3,67.2
2024-07-31,Wednesday,7,Monsoon,307,315,59,53,9,11,Neurology,False,False,80,6,102.61
2024-02-19,Monday,2,Winter,337,282,67,17,17,1,Neurology,False,False,82,10,83.68
2024-02-05,Monday,2,Winter,382,264,71,60,19,5,General Medicine,False,False,95,1,69.11
2022-11-18,Friday,11,Autumn,355,325,49,62,21,12,Orthopedics,False,False,86,3,91.55
2024-05-12,Sunday,5,Summer,346,257,26,52,10,4,Orthopedics,False,False,95,1,74.28
2021-06-14,Monday,6,Monsoon,389,322,36,36,22,7,Pediatrics,True,False,79,7,82.78
2021-11-01,Monday,11,Autumn,309,333,58,54,7,7,ICU,False,False,77,3,107.77
2025-03-01,Saturday,3,Spring,377,360,57,47,13,4,Pediatrics,False,False,99,5,95.49
2025-07-14,Monday,7,Monsoon,348,223,24,66,12,10,General Medicine,False,False,77,5,64.08
2025-04-29,Tuesday,4,Spring,340,211,36,46,24,2,Cardiology,False,False,98,9,62.06
2021-06-05,Saturday,6,Monsoon,382,207,59,61,15,10,General Medicine,False,False,88,1,54.19
2024-10-22,Tuesday,10,Autumn,329,346,77,31,15,4,Emergency,True,False,95,3,105.17
2025-10-09,Thursday,10,Autumn,304,339,20,70,12,8,Cardiology,False,False,88,4,111.51
2022-09-12,Monday,9,Autumn,394,256,35,32,5,2,Emergency,False,False,87,4,64.97
2024-06-28,Friday,6,Monsoon,370,386,36,70,6,5,Cardiology,False,False,93,8,104.32
2023-08-15,Tuesday,8,Monsoon,382,197,49,17,24,7,Neurology,False,False,78,8,51.57
2021-11-30,Tuesday,11,Autumn,330,282,50,70,8,10,ICU,True,False,89,4,85.45
2025-07-24,Thursday,7,Monsoon,351,249,54,20,6,6,Pediatrics,False,False,89,10,70.94
2023-08-27,Sunday,8,Monsoon,387,298,64,63,6,9,Orthopedics,False,False,81,9,77.0
2022-05-26,Thursday,5,Summer,397,318,27,69,17,2,ICU,False,False,82,9,80.1
2024-08-09,Friday,8,Monsoon,322,339,67,27,25,4,Cardiology,False,False,74,3,105.28
2023-11-10,Friday,11,Autumn,347,327,75,69,24,7,General Medicine,False,False,88,9,94.24
2021-10-09,Saturday,10,Autumn,339,276,49,68,10,12,ICU,False,False,74,8,81.42
2023-03-08,Wednesday,3,Spring,305,347,58,45,8,8,Cardiology,False,False,73,4,113.77
2023-10-22,Sunday,10,Autumn,337,315,40,31,19,5,General Medicine,False,False,93,10,93.47
2021-04-29,Thursday,4,Spring,340,214,34,35,7,5,Orthopedics,False,False,90,5,62.94
2023-11-25,Saturday,11,Autumn,399,248,75,30,8,4,Cardiology,False,False,92,2,62.16
2021-07-17,Saturday,7,Monsoon,326,305,53,31,21,9,Emergency,False,False,89,7,93.56
2022-04-30,Saturday,4,Spring,374,278,75,46,10,12,Emergency,False,False,71,2,74.33
2025-11-16,Sunday,11,Autumn,368,257,79,15,6,10,Emergency,False,False,84,1,69.84
2023-12-19,Tuesday,12,Winter,356,328,46,62,24,4,General Medicine,False,False,77,10,92.13
2023-04-17,Monday,4,Spring,316,290,21,52,17,3,Pediatrics,False,False,83,5,91.77
2024-03-30,Saturday,3,Spring,370,331,29,22,19,9,General Medicine,False,False,73,8,89.46
2023-10-06,Friday,10,Autumn,390,196,24,15,9,7,Pediatrics,False,False,81,4,50.26
2022-11-22,Tuesday,11,Autumn,346,325,46,16,23,9,ICU,True,False,94,1,93.93
2024-05-14,Tuesday,5,Summer,378,319,80,61,10,4,General Medicine,False,False,75,4,84.39
2023-11-02,Thursday,11,Autumn,312,323,23,51,21,3,Cardiology,False,False,77,9,103.53
2022-05-05,Thursday,5,Summer,310,183,66,38,5,10,Emergency,False,False,78,8,59.03
2021-10-03,Sunday,10,Autumn,389,341,32,41,6,8,Pediatrics,False,False,78,9,87.66
2022-11-24,Thursday,11,Autumn,385,271,36,34,5,4,Orthopedics,False,False,85,7,70.39
2021-08-30,Monday,8,Monsoon,391,353,40,61,12,10,Neurology,False,False,78,6,90.28
2024-05-24,Friday,5,Summer,323,254,42,35,8,3,Emergency,False,False,92,6,78.64
2024-06-28,Friday,6,Monsoon,392,384,52,56,22,12,Cardiology,False,False,100,1,97.96
2021-05-06,Thursday,5,Summer,372,338,69,51,13,4,Neurology,False,False,100,3,90.86
2021-08-05,Thursday,8,Monsoon,303,332,79,49,19,2,Orthopedics,False,False,97,2,109.57
2024-08-22,Thursday,8,Monsoon,345,282,34,52,20,12,ICU,False,False,88,7,81.74
2025-12-26,Friday,12,Winter,317,381,33,67,25,11,General Medicine,True,True,77,10,120.19
2024-04-23,Tuesday,4,Spring,342,203,28,29,7,4,Cardiology,False,False,76,6,59.36
2023-11-29,Wednesday,11,Autumn,379,244,63,64,5,7,Neurology,False,False,94,3,64.38
2024-05-31,Friday,5,Summer,332,296,56,60,17,3,General Medicine,False,False,82,4,89.16
2024-04-22,Monday,4,Spring,392,332,49,56,18,1,Pediatrics,False,False,74,1,84.69
2022-05-10,Tuesday,5,Summer,309,335,48,44,10,10,ICU,True,False,98,4,108.41
2022-03-03,Thursday,3,Spring,372,343,42,18,9,8,Orthopedics,True,False,89,2,92.2
2024-04-16,Tuesday,4,Spring,358,261,53,57,9,6,Neurology,True,False,87,5,72.91
2023-07-08,Saturday,7,Monsoon,330,185,74,66,8,3,Cardiology,False,False,76,9,56.06
